Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL
45561,Flipkart exclusive Reads at Flat 50% Off,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/books/~flipkart-exclusive-reads/pr?sid=bks,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45562,Trending Books 20-60% Off,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/books/~books-special-offer5/pr?count=40&p%5B%5D=facets.discount_range_v1%255B%255D%3D20%2525%2B-%2B30%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D30%2525%2B-%2B40%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D40%2525%2B-%2B50%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D50%2525%2B-%2B60%2525&sid=bks,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45563,Bestselling Books Min. 40% Off,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/something/~best-selling-books/pr?count=40&p%5B%5D=facets.discount_range_v1%255B%255D%3D40%2525%2B-%2B50%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D50%2525%2B-%2B60%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3DMore%2Bthan%2B60%2525&sid=bks,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45564,New Releases Min. 30% Off,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/books/~new-releases-limited/pr?count=40&p%5B%5D=facets.discount_range_v1%255B%255D%3D30%2525%2B-%2B40%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D40%2525%2B-%2B50%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D50%2525%2B-%2B60%2525&sid=bks,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45565,Books on pe-order 20-50% Off,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/books/~pre-order/pr?count=40&otracker=nmenu_sub_Sports%2C+Books+and+More_0_Books+on+Pre-Order&p%5B%5D=facets.discount_range_v1%255B%255D%3D20%2525%2B-%2B30%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D30%2525%2B-%2B40%2525&p%5B%5D=facets.discount_range_v1%255B%255D%3D40%2525%2B-%2B50%2525&sid=bks,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45566,Upto 80% Off on Stationery,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/offers-list/school-essentials?screen=dynamic&pk=themeViews%3DBacktoschoolbooks%3ABacktoschoolbooksAPP%2CBacktoschoolbooks%3ABacktoschoolbooksDesktop~widgetType%3DdealCard~contentType%3Dneo&wid=2.dealCard.OMU,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45567,Everyday use Pens Under Rs. 250,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/pens-stationery/college-supplies/pens-notebooks/pens/pr?count=40&p%5B%5D=facets.price_range.from%3DMin&p%5B%5D=facets.price_range.to%3D250&sid=dgv%2Frxj%2Fazx%2F7dd&fm=neo/merchandising&iid=M_d2354ad0-abd8-442b-aadd-c599c6fe5803_1.56ZI67L0BF&otracker=offerslist&cid=56ZI67L0BF,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
45568,Faber Castell Art & Craft Starting Rs. 22,Flipkart,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.flipkart.com/pens-stationery/college-supplies/art-craft/pr?count=40&p%5B%5D=facets.brand%255B%255D%3DFaber-Castell&p%5B%5D=sort%3Dprice_asc&sid=dgv%2Frxj%2Fyvj,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772
46010,Get upto 40% off on Bank Clerical Exams Book,Amazon India,Books,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.amazon.in/b/ref=s9_acss_bw_cg_ECHPFeb_1b1_w?ie=UTF8&node=4149753031,live,2018-04-03,2018-04-30,03/04/2018,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177
